standort_name,standort,dealer_vehicle_number,kom_nr,jahreswagenkz,vfw_status,kennzeichen,vin,marke,modell,ez,km,antriebsart,versteuerung_hinweis,listenpreis_netto,empf_vk_preis,modell_netto_preis,upe_brutto,upe_quelle,geldwert_vorteil_monat,eingang,abmeldung,verkauft_am
Deggendorf Opel,1,115130,G,Z,Kom.Nr. G,,W0VWT3D92KG341086,Opel,Cascada INNOVATION 1.6 Direct,2019-03-07,7800,Benzin (allgemein),1 %,0.00,0.00,0.00,23951.64,"Grund+Zubehör×1,19",239.52,2022-03-10,2022-03-14,2022-04-11
Deggendorf Opel,1,115131,G,L,Kom.Nr. G,PA-PG 89,W0VBF8EB4K8024148,Opel,Astra Sports Tourer Dynamic 1.4 Direct Injection Turbo 92,2019-01-28,41700,Benzin (allgemein),1 %,0.00,0.00,0.00,13183.61,"Grund+Zubehör×1,19",131.84,2022-03-11,,2022-03-11
Deggendorf Opel,1,115132,G,Z,Kom.Nr. G,SR-NL 17,W0VBD6ER8MG008101,Opel,ASTRA 5T EDI 1.2(81KW)6G S/S,2020-12-29,56747,Benzin (allgemein),1 %,0.00,0.00,0.00,15236.76,"Grund+Zubehör×1,19",152.37,2022-03-11,,2022-11-02
Deggendorf Opel,1,115134,G,L,Kom.Nr. G,REG-T 2004,W0V0MAP08K6050285,Opel,ADAM ROCKS 120JA 1.4 74KW 5G,2019-03-18,61626,Benzin (allgemein),1 %,0.00,0.00,0.00,10583.9,"Grund+Zubehör×1,19",105.84,2022-03-15,2022-03-17,2022-05-02
Deggendorf Opel,1,115136,G,L,Kom.Nr. G,EG-BB 40,W0VBD8EC4K8031700,Opel,Astra Sports Tourer 120 Jahre 1.4 110 kW/150 PS S/S,2019-02-14,32385,Benzin (allgemein),1 %,0.00,0.00,0.00,14173.34,"Grund+Zubehör×1,19",141.73,2022-03-15,2022-03-15,2022-04-06
Deggendorf Opel,1,115137,G,Z,Kom.Nr. G,R-IV 1995,VXKUPHNKKL4475792,Opel,CORSA 5T ELEGANCE 1.2(74)6GS,2020-12-02,42979,Benzin (allgemein),1 %,0.00,0.00,0.00,16137.59,"Grund+Zubehör×1,19",161.38,2022-03-16,,2022-04-27
Deggendorf Opel,1,115138,G,L,Kom.Nr. G,DEG-AE 460,W0VMSS604KB164556,Opel,Movano Fahrgestell Doppelkabine mit Pritsche 2.3,2018-11-08,57530,,1 %,0.00,0.00,0.00,14690.5,"Grund+Zubehör×1,19",146.91,2022-03-16,2022-03-10,2022-03-16
Deggendorf Opel,1,115139,G,L,Kom.Nr. G,DEG-AE 980,W0LMRS603HB133473,Opel,Movano Kastenwagen 2.3 BiTurbo CDTI 107 kW (145 PS),2017-06-19,79538,Diesel,1 %,0.00,0.00,0.00,9303.13,"Grund+Zubehör×1,19",93.03,2022-03-16,2022-03-10,2022-03-16
Deggendorf Opel,1,115140,G,Z,Kom.Nr. G,DEG-L 2992,VXKUPHMHDM4102319,Opel,CORSA 5T EDI 1.2(55KW)5G S/S,2021-02-23,21023,,1 %,0.00,0.00,0.00,14082.46,"Grund+Zubehör×1,19",140.82,2022-03-16,,2022-08-09
Deggendorf Opel,1,115141,G,Z,Kom.Nr. G,R-LM 1519,VXKUPHMHDM4092175,Opel,CORSA 5T EDI 1.2(55KW)5G S/S,2021-02-19,5800,,1 %,0.00,0.00,0.00,14313.32,"Grund+Zubehör×1,19",143.13,2022-03-16,,2023-04-24
Deggendorf Opel,1,115143,G,Z,Kom.Nr. G,DEG-EB 169,VXKUPHMHDM4160021,Opel,CORSA 5T EDI 1.2(55KW)5G S/S,2021-04-26,36578,,1 %,0.00,0.00,0.00,13620.74,"Grund+Zubehör×1,19",136.21,2022-03-17,,2022-06-22
Deggendorf Opel,1,115144,G,L,Kom.Nr. G,DEG-PC 4,W0VBF6EB4KG332589,Opel,ASTRA 5T DYNAM 1.4 (92KW) 6G,2019-01-28,72101,,1 %,0.00,0.00,0.00,13091.02,"Grund+Zubehör×1,19",130.91,2022-03-17,2022-03-17,2022-04-04
Deggendorf Opel,1,115147,G,L,Kom.Nr. G,REG-L 1998,W0VBD8EC9K8031806,Opel,"Astra Sports Tourer, Edition",2019-02-26,54940,,1 %,0.00,0.00,0.00,12049.77,"Grund+Zubehör×1,19",120.5,2022-03-18,2022-03-21,2022-08-05
Deggendorf Opel,1,210016,G,X,Verkauft (Jahreswg.Kz. X),DEG-M 690,VXEVEEHTMNZ023875,Opel,ZAFIRA LIFE EDITI 2.0CDTI(106)6G,2022-09-12,47744,,1 %,0.00,51140.01,0.00,51140.01,empf.VK,511.4,2022-03-18,,2025-08-22
Deggendorf Opel,1,110160,G,X,Verkauft (Jahreswg.Kz. X),DEG-ST 126,W0VBE8EV8L8024748,Opel,ASTRA ST ELEG 1.5D(90)6G S/S,2020-08-20,74742,,1 %,0.00,31350.00,0.00,31350.0,empf.VK,313.5,2022-03-22,2022-03-22,2023-08-17
Deggendorf Opel,1,115150,G,L,Kom.Nr. G,DEG-SQ 111,W0VZRHNS3KS203676,Opel,GRANDL. X INNO 1.2T(96)MT6 S,2019-05-07,10000,Benzin (allgemein),1 %,0.00,0.00,0.00,18123.85,"Grund+Zubehör×1,19",181.24,2022-03-23,,2022-03-23
Deggendorf Opel,1,110163,G,X,Verkauft (Jahreswg.Kz. X),FRG-HS 107,W0VBF8ES9M8007719,Opel,ASTRA ST GS LINE 1.2(96)6GS/,2021-03-23,58497,Benzin (allgemein),1 %,0.00,27854.63,0.00,27854.63,empf.VK,278.55,2022-03-28,2022-03-29,2022-04-05
Deggendorf Opel,1,115152,G,L,Kom.Nr. G,,W0V0XEP08K4392439,Opel,CORSA SEL 3T 1.2 (51KW) 5G,2019-07-29,15500,,1 %,0.00,0.00,0.00,8248.68,"Grund+Zubehör×1,19",82.49,2022-03-28,2022-03-28,2022-04-11
Deggendorf Opel,1,115155,G,L,Kom.Nr. G,DEG-HH 89,W0VJD7E83JB724566,Opel,"Mokka X INNOVATION 1.4 Turbo, 103 kW (140 PS), Euro 6d-TEMP",2019-03-28,29500,,1 %,0.00,0.00,0.00,16154.4,"Grund+Zubehör×1,19",161.54,2022-03-29,,2022-03-29
Deggendorf Opel,1,115156,G,Z,Kom.Nr. G,,VXEVBYHVKMZ004367,Opel,Vivaro Cargo Edition M 1.5 Diesel 88 kW (120 PS) Start/St,2020-12-10,16300,,1 %,0.00,0.00,0.00,20850.0,"Grund+Zubehör×1,19",208.5,2022-03-29,2022-03-28,2022-05-02
Deggendorf Opel,1,110440,V,,Kom.Nr. V,M-WE 1504,VXKFPHNSLN1005899,Opel,ASTRA 5T ELEG 1.2(96KW) 6G S,2022-04-25,105372,,1 %,0.00,31060.00,0.00,31060.0,empf.VK,310.6,2022-03-30,,2022-06-27
Deggendorf Opel,1,115161,G,L,Kom.Nr. G,REG-AS 126,W0VBF8EB4K8023274,Opel,Astra Sports Tourer Dynamic 1.4 Direct Injection Turbo 92,2019-01-28,19700,Benzin (allgemein),1 %,0.00,0.00,0.00,14074.76,"Grund+Zubehör×1,19",140.75,2022-04-06,2022-04-05,2022-07-01
Deggendorf Opel,1,115162,G,L,Kom.Nr. G,DEG-R 5678,W0VBE6EHXKG338677,Opel,ASTRA 5T ULTI 1.6(149)6G S/S,2019-03-28,61152,,1 %,0.00,0.00,0.00,14242.17,"Grund+Zubehör×1,19",142.42,2022-04-06,2022-04-07,2023-03-14
Deggendorf Opel,1,115164,G,L,Kom.Nr. G,PA-UA 500,W0V0XEP68K4145654,Opel,CORSA 120J 5T 1.4 (66KW) 5G,2019-01-28,25900,Benzin (allgemein),1 %,0.00,0.00,0.00,9310.0,"Grund+Zubehör×1,19",93.1,2022-04-07,,2022-04-07
Deggendorf Opel,1,115165,G,L,Kom.Nr. G,WM-MN 1902,W0V0MAP08K6023939,Opel,ADAM 120 JAHRE 1.4 64KW 5G,2018-11-27,25212,Benzin (allgemein),1 %,0.00,0.00,0.00,9390.35,"Grund+Zubehör×1,19",93.9,2022-04-07,2022-04-11,2022-05-11
Deggendorf Opel,1,115168,G,L,Kom.Nr. G,AÖ-FD 178,W0V0MAP08K6045305,Opel,ADAM 120 JAHRE 1.4 64KW 5G,2019-03-28,35834,Benzin (allgemein),1 %,0.00,0.00,0.00,9495.87,"Grund+Zubehör×1,19",94.96,2022-04-11,2022-04-11,2022-05-03
Deggendorf Opel,1,115170,G,L,Kom.Nr. G,DEG-D 2694,W0V0XEP08K6045690,Opel,CORSA SEL 3T 1.2 (51KW) 5G,2019-02-18,66433,,1 %,0.00,0.00,0.00,5454.84,"Grund+Zubehör×1,19",54.55,2022-04-11,2022-04-12,2022-05-03
Deggendorf Opel,1,115171,G,L,Kom.Nr. G,DEG-ED 240,W0VZJEHZ3KS115029,Opel,"Grandland X, Business Innovat",2019-03-26,199074,,1 %,0.00,0.00,0.00,15593.52,"Grund+Zubehör×1,19",155.94,2022-04-12,,2022-04-12
Deggendorf Opel,1,115172,G,L,Kom.Nr. G,REG-EP 28,W0V0XEP68K4356706,Opel,CORSA CO ED 5T 1.4T(74KW)6G,2019-05-31,26030,Benzin (allgemein),1 %,0.00,0.00,0.00,11594.84,"Grund+Zubehör×1,19",115.95,2022-04-12,2022-04-14,2022-05-03
Deggendorf Opel,1,115175,G,L,Kom.Nr. G,,W0VBF6EC0KG356039,Opel,ASTRA 5T DYNAM 1.4(110)AT6 S,2019-04-15,13200,Benzin (allgemein),1 %,0.00,0.00,0.00,16566.51,"Grund+Zubehör×1,19",165.67,2022-04-21,2022-04-19,2022-08-12
Deggendorf Opel,1,115176,G,L,Kom.Nr. G,,VXEVEEHZ8L7012310,Opel,ZAF LIFE INNO 2.0CDTI(130)AT,2020-01-23,57300,Diesel,1 %,0.00,0.00,0.00,33099.92,"Grund+Zubehör×1,19",331.0,2022-04-21,2022-04-11,2022-07-12
Deggendorf Opel,1,115177,G,L,Kom.Nr. G,REG-WT 12E,VXKUHZKXZN4110263,Opel,"Corsa-e Edition (MJ22) Elektromotor, 100 kW (136 PS) (Automatik-Elektroantrieb)",2022-02-15,51646,,"0,5 % / 0,25 % (E/Hybrid)",0.00,0.00,25756.30,30650.0,"Modell Netto×1,19",153.25,2022-04-25,,2022-04-25
Deggendorf Opel,1,115179,G,L,Kom.Nr. G,PA-OO 37,W0V7D9ED3J4151286,Opel,CROSSL.X EDI 1.2(81KW)5G S/S,2018-04-03,68321,Benzin (allgemein),1 %,0.00,0.00,0.00,7038.93,"Grund+Zubehör×1,19",70.39,2022-04-25,,2022-04-25
Deggendorf Opel,1,115181,G,L,Kom.Nr. G,REG-RA 122,W0V0MAP08K6041186,Opel,ADAM 120 JAHRE 1.4 64KW 5G,2019-03-18,56241,Benzin (allgemein),1 %,0.00,0.00,0.00,8249.84,"Grund+Zubehör×1,19",82.5,2022-04-25,2022-04-25,2022-05-19
Deggendorf Opel,1,115182,G,L,Kom.Nr. G,DEG-XN 202,W0VJC7E89JB695643,Opel,MOKKA X ON 1.4T(103)6G S/S,2019-03-18,111946,Benzin (allgemein),1 %,0.00,0.00,0.00,13512.51,"Grund+Zubehör×1,19",135.13,2022-04-25,2022-04-26,2022-07-07
Deggendorf Opel,1,115184,G,L,Kom.Nr. G,PAN-AG 979,W0V0XEP68K4101908,Opel,CORSA ACTIVE 5T 1.4 (66KW) 5,2019-02-18,37867,Benzin (allgemein),1 %,0.00,0.00,0.00,9209.03,"Grund+Zubehör×1,19",92.09,2022-04-27,2022-04-28,2022-05-10
Deggendorf Opel,1,115185,G,Z,Kom.Nr. G,DEG-MI 136,VXKUSHNSSMW056537,Opel,MOKKA ELEGANCE 1.2(96KW)AT8,2021-08-26,73872,,1 %,0.00,0.00,0.00,24454.5,"Grund+Zubehör×1,19",244.55,2022-04-27,,2022-05-13
Deggendorf Opel,1,115188,G,L,Kom.Nr. G,VIT-SF 911,W0VBF6EB2KG331697,Opel,ASTRA 5T DYNAM 1.4 (92KW) 6G,2019-03-28,94485,,1 %,0.00,0.00,0.00,13304.22,"Grund+Zubehör×1,19",133.04,2022-04-28,2022-04-28,2023-01-02
Deggendorf Opel,1,115190,G,L,Kom.Nr. G,DEG-O 622,W0V0XEP68K4320704,Opel,CORSA 120YR 5T B14NEJ 6G 100,2019-04-29,79973,Benzin (allgemein),1 %,0.00,0.00,0.00,9304.56,"Grund+Zubehör×1,19",93.05,2022-04-29,2022-04-29,2022-06-23
Deggendorf Opel,1,115191,G,L,Kom.Nr. G,REG-Q 339,W0V0XEP08K6058181,Opel,CORSA SEL 3T 1.2 (51KW) 5G,2019-04-30,57667,,1 %,0.00,0.00,0.00,7123.66,"Grund+Zubehör×1,19",71.24,2022-04-29,2022-01-10,2022-08-03
Deggendorf Opel,1,115192,G,L,Kom.Nr. G,PA-DH 78,W0VBF6EB1KG340777,Opel,ASTRA 5T DYNAM 1.4 (92KW) 6G,2019-02-26,56589,Benzin (allgemein),1 %,0.00,0.00,0.00,12168.18,"Grund+Zubehör×1,19",121.68,2022-05-02,2022-05-02,2022-05-27
Deggendorf Opel,1,115193,G,L,Kom.Nr. G,DEG-O 1200,W0VBE8EB8J8048728,Opel,"Astra Sports Tourer, INNOVATION 1.4 Direct Injectio",2018-04-19,100925,,1 %,0.00,0.00,0.00,12799.19,"Grund+Zubehör×1,19",127.99,2022-05-02,2022-05-03,2022-06-20
Deggendorf Opel,1,115194,G,L,Kom.Nr. G,FS-M 1161,W0VJ7D602JV611754,Opel,"Vivaro Tourer 1.6 BiTurbo Diesel, 92 kW (125 PS) Start/S",2018-01-18,60164,Diesel,1 %,0.00,0.00,0.00,19969.03,"Grund+Zubehör×1,19",199.69,2022-05-02,2022-04-26,2022-06-02
Deggendorf Opel,1,115198,G,L,Kom.Nr. G,DEG-CP 408,W0V7H9EB7K4307625,Opel,CROSSL X INNOV 1.2(96KW)6G S,2019-04-25,20959,Benzin (allgemein),1 %,0.00,0.00,0.00,14393.67,"Grund+Zubehör×1,19",143.94,2022-05-04,2022-05-02,2022-06-23
Deggendorf Opel,1,115199,G,L,Kom.Nr. G,,,,,,26000,,1 %,0.00,0.00,,15053.5,"Grund+Zubehör×1,19",150.53,2022-05-05,2022-04-19,2022-06-24
Deggendorf Opel,1,115201,G,L,Kom.Nr. G,DEG-DS 234,W0V0MAP08K6043514,Opel,ADAM ROCKS 120JA 1.4 64KW 5G,2019-03-18,9253,Benzin (allgemein),1 %,0.00,0.00,0.00,11305.0,"Grund+Zubehör×1,19",113.05,2022-05-09,,2022-05-09
Deggendorf Opel,1,115202,G,L,Kom.Nr. G,REG-I 1009,W0VZM8EG1K1056337,Opel,INSIG ST B EDI 2.0D(125)AT8S,2019-04-25,65391,,1 %,0.00,0.00,0.00,18878.54,"Grund+Zubehör×1,19",188.79,2022-05-09,,2022-05-09
Deggendorf Opel,1,115203,G,L,Kom.Nr. G,REG-I 1017,W0VZM8EG0K1056328,Opel,INSIG ST B EDI 2.0D(125)AT8S,2019-04-25,105945,,1 %,0.00,0.00,0.00,18075.54,"Grund+Zubehör×1,19",180.76,2022-05-09,,2022-05-09
Deggendorf Opel,1,115204,G,L,Kom.Nr. G,REG-I 1016,W0VZM8EG4K1056963,Opel,INSIG ST B EDI 2.0D(125)AT8S,2019-04-16,54129,,1 %,0.00,0.00,0.00,19740.61,"Grund+Zubehör×1,19",197.41,2022-05-09,,2022-05-09
Deggendorf Opel,1,115207,G,L,Kom.Nr. G,REG-I 1018,W0VZM8EGXK1056515,Opel,INSIG ST B EDI 2.0D(125)AT8S,2019-04-25,63245,,1 %,0.00,0.00,0.00,19868.25,"Grund+Zubehör×1,19",198.68,2022-05-11,,2022-05-11
Deggendorf Opel,1,115211,G,L,Kom.Nr. G,PA-AC 717,W0V0XEP68K4308434,Opel,CORSA 120J 5T 1.4 (66KW) 5G,2019-04-16,29235,Benzin (allgemein),1 %,0.00,0.00,0.00,9081.06,"Grund+Zubehör×1,19",90.81,2022-05-13,2022-05-16,2022-06-10
Deggendorf Opel,1,115209,G,Z,Kom.Nr. G,DEG-KF 105,VXKUPHNEKM4153264,Opel,CORSA 5T ELEGA 1.2(74KW)6G S,2021-04-23,35419,,1 %,0.00,0.00,0.00,17254.36,"Grund+Zubehör×1,19",172.54,2022-05-16,,2022-09-21
Deggendorf Opel,1,115212,G,L,Kom.Nr. G,DEG-EV 163,W0V0MAP08K6046684,Opel,ADAM 120 Jahre 1.4 74 kW (100 PS),2019-05-07,65086,Benzin (allgemein),1 %,0.00,0.00,0.00,9279.42,"Grund+Zubehör×1,19",92.79,2022-05-16,2022-05-17,2022-07-18
Deggendorf Opel,1,115210,G,Z,Kom.Nr. G,DEG-W 1347,VXKUSHNSSMW053725,Opel,Mokka 1.2 GS-Line AT 96 kW S/S,2021-07-30,115059,,1 %,0.00,0.00,0.00,27412.2,"Grund+Zubehör×1,19",274.12,2022-05-17,,2022-07-19
Deggendorf Opel,1,115219,G,L,Kom.Nr. G,DEG-LL 53,W0VBD8EA5K8032014,Opel,"Astra Sports Tourer, Edition 1.0 ECOTEC® Direct Injection T",2019-02-14,62405,,1 %,0.00,0.00,0.00,10932.11,"Grund+Zubehör×1,19",109.32,2022-05-24,2022-05-24,2022-09-01
Deggendorf Opel,1,115220,G,L,Kom.Nr. G,DEG-ED 220,W0VMRS608JB145471,Opel,Movano Kastenwagen 2.3 BiTurbo Diesel 107 kW/145 PS,2018-11-20,65720,Diesel,1 %,0.00,0.00,0.00,16932.11,"Grund+Zubehör×1,19",169.32,2022-05-24,,2022-05-24
Deggendorf Opel,1,115221,G,,Kom.Nr. G,KÖZ-WH 3,W0VJD7E82KB798255,Opel,"Mokka X Ultimate 1.4 Turbo, 103 kW (140 PS), Euro 6d-TEMP",2019-03-26,43300,,1 %,0.00,0.00,0.00,16615.97,"Grund+Zubehör×1,19",166.16,2022-05-24,2022-05-24,2022-07-11
Deggendorf Opel,1,115222,G,L,Kom.Nr. G,,W0VZT6EH6K1058939,Opel,Insignia Grand Sport Business,2019-05-09,187600,,1 %,0.00,0.00,0.00,6228.08,"Grund+Zubehör×1,19",62.28,2022-05-25,2022-05-16,2022-10-20
Deggendorf Opel,1,110363,V,,Kom.Nr. V,SR-KB 153,VXKFPHNSLN1003674,Opel,ASTRA 5T ELEG 1.2(96KW) 6G S,2022-06-07,56731,,1 %,0.00,30820.00,0.00,30820.0,empf.VK,308.2,2022-05-27,,2022-10-04
Deggendorf Opel,1,115216,G,Z,Kom.Nr. G,SR-L 412,VXKUPHNEKM4153460,Opel,CORSA 5T ELEGA 1.2(74KW)6G S,2021-04-23,12914,,1 %,0.00,0.00,0.00,18155.47,"Grund+Zubehör×1,19",181.55,2022-05-30,,2022-06-29
Deggendorf Opel,1,115228,G,L,Kom.Nr. G,REG-EE 242,W0V0XEP68K4425545,Opel,CORSA 120YR 5T B14NEJ 6G 100,2019-07-29,31000,Benzin (allgemein),1 %,0.00,0.00,0.00,10212.75,"Grund+Zubehör×1,19",102.13,2022-06-07,,2022-06-08
Deggendorf Opel,1,115229,G,L,Kom.Nr. G,LAN-E 1502,W0VBD6ES6LG016697,Opel,ASTRA 5T 120J 1.2(96KW)6G S/,2019-12-10,30960,Benzin (allgemein),1 %,0.00,0.00,0.00,13944.81,"Grund+Zubehör×1,19",139.45,2022-06-08,2022-06-09,2022-07-12
Deggendorf Opel,1,115230,G,Z,Kom.Nr. G,WI-OL 3877,VXKUPHNEKM4160627,Opel,CORSA 5T ELEGA 1.2(74KW)6G S,2021-04-26,18500,,1 %,0.00,0.00,0.00,17799.42,"Grund+Zubehör×1,19",177.99,2022-06-09,,2023-06-20
Deggendorf Opel,1,115231,G,Z,Kom.Nr. G,ROD-JS 311,W0VZRHNS7MS046284,Opel,Grandland X 1.2 Ultimate AT S/S,2021-05-31,20300,Benzin (allgemein),1 %,0.00,0.00,0.00,28056.63,"Grund+Zubehör×1,19",280.57,2022-06-09,,2023-04-05
Deggendorf Opel,1,115235,G,L,Kom.Nr. G,,,,,,29500,,1 %,0.00,0.00,,12541.71,"Grund+Zubehör×1,19",125.42,2022-06-10,2022-06-13,2022-07-26
Deggendorf Opel,1,115236,G,L,Kom.Nr. G,ND-P 248,W0V0MAP08K6047087,Opel,ADAM 120 Jahre 1.4 74 kW (100 PS),2019-06-13,12630,Benzin (allgemein),1 %,0.00,0.00,0.00,9602.03,"Grund+Zubehör×1,19",96.02,2022-06-13,2022-06-14,2022-08-16
Deggendorf Opel,1,110488,V,,Kom.Nr. V,DEG-G 440E,VXKUHZKXZN4247832,Opel,CORSA 5T E-GSL ELEKTRO (100K,2022-06-23,26445,,"0,5 % / 0,25 % (E/Hybrid)",0.00,35685.00,28357.14,35685.0,empf.VK,178.43,2022-06-14,2022-12-29,2023-01-03
Deggendorf Opel,1,115232,G,Z,Kom.Nr. G,REG-MS 910,W0VBE8EW7M8017574,Opel,Astra ST 1.2 Elegance S/S,2021-04-29,31416,,1 %,0.00,0.00,0.00,23025.86,"Grund+Zubehör×1,19",230.26,2022-06-14,,2022-09-07
Deggendorf Opel,1,115237,G,Z,Kom.Nr. G,VIT-SB 183,VXKUPHNEKM4196677,Opel,CORSA 5T ELEGA 1.2(74KW)6G S,2021-06-18,39477,Benzin (allgemein),1 %,0.00,0.00,0.00,17831.51,"Grund+Zubehör×1,19",178.32,2022-06-14,,2023-01-02
Deggendorf Opel,1,115238,G,Z,Kom.Nr. G,DEG-JS 132,VXKUSHNSKMW048336,Opel,Mokka 1.2 Ultimate (96 kW) S/S,2021-06-29,36555,,1 %,0.00,0.00,0.00,24295.59,"Grund+Zubehör×1,19",242.96,2022-06-14,,2022-11-25
Deggendorf Opel,1,115239,G,L,Kom.Nr. G,DEG-HS 211,W0V0XEP68K4391773,Opel,CORSA 120J 5T 1.4 (66KW) 5G,2019-06-24,49520,Benzin (allgemein),1 %,0.00,0.00,0.00,9211.54,"Grund+Zubehör×1,19",92.12,2022-06-14,2022-06-20,2022-07-04
Deggendorf Opel,1,115240,G,L,Kom.Nr. G,DEG-M 1006,W0V0MAP08K6065924,Opel,ADAM 120 Jahre 1.4 74 kW (100 PS),2019-04-16,95938,Benzin (allgemein),1 %,0.00,0.00,0.00,10300.33,"Grund+Zubehör×1,19",103.0,2022-06-20,2022-06-20,2022-07-04
Deggendorf Opel,1,115241,G,L,Kom.Nr. G,EI-AN 18,W0LJD7E84HB159425,Opel,MOKKA EXCELLEN 1.4 4X4 S/S 1,2017-06-16,73200,Benzin (allgemein),1 %,0.00,0.00,0.00,15811.51,"Grund+Zubehör×1,19",158.12,2022-06-20,2022-06-20,2023-05-23
Deggendorf Opel,1,115244,G,L,Kom.Nr. G,REG-I 1019,W0VBD8EE9K8043200,Opel,"Astra Sports Tourer, Business",2019-06-06,73457,,1 %,0.00,0.00,0.00,16340.29,"Grund+Zubehör×1,19",163.4,2022-06-24,,2022-06-24
Deggendorf Opel,1,115245,G,L,Kom.Nr. G,REG-I 1020,W0VBD8EE8K8042989,Opel,"Astra Sports Tourer, Business",2019-06-06,43249,,1 %,0.00,0.00,0.00,15518.98,"Grund+Zubehör×1,19",155.19,2022-06-24,,2022-06-24
Deggendorf Opel,1,115246,G,L,Kom.Nr. G,REG-I 1007,W0VBD8EEXK8043173,Opel,"Astra Sports Tourer, Business",2019-06-06,77635,,1 %,0.00,0.00,0.00,16340.29,"Grund+Zubehör×1,19",163.4,2022-06-27,,2022-06-27
Deggendorf Opel,1,115234,G,Z,Kom.Nr. G,DEG-CF 500,VXKUSHNSSMW064926,Opel,MOKKA ELEGANCE 1.2(96KW)AT8,2021-09-20,3600,,1 %,0.00,0.00,0.00,25882.5,"Grund+Zubehör×1,19",258.82,2022-06-30,,2022-07-28
Deggendorf Opel,1,115252,G,L,Kom.Nr. G,REG-I 244,W0V0MAP08K6065726,Opel,ADAM S 1.4 Turbo 110 kW (150 PS) Start/Stop,2019-04-25,51767,Benzin (allgemein),1 %,0.00,0.00,0.00,11833.16,"Grund+Zubehör×1,19",118.33,2022-06-30,2022-07-04,2022-10-28
Deggendorf Opel,1,210067,V,,Kom.Nr. V,REG-W 9247,VXKFPHNSLN1022045,Opel,"Astra GS Line 1.2 Turbo, 96 kW (130 PS), Start/Stop, Euro 6d (MT6)",2022-07-28,2318,,1 %,0.00,30740.01,0.00,30740.01,empf.VK,307.4,2022-06-30,,2022-10-04
Deggendorf Opel,1,210070,V,,Kom.Nr. V,DEG-WD 13,VXKFPHNSLN1022019,Opel,ASTRA 5T ELEG 1.2(96KW) 6G S/S,2022-07-28,41613,,1 %,0.00,30265.00,0.00,30265.0,empf.VK,302.65,2022-06-30,,2023-05-08
Deggendorf Opel,1,115257,G,L,Kom.Nr. G,DEG-HT 255,W0VDD6E7XKC805770,Opel,KARL ROCKS 1.0 (54KW) 5G,2019-06-24,44018,Benzin (allgemein),1 %,0.00,0.00,0.00,7829.0,"Grund+Zubehör×1,19",78.29,2022-07-04,2022-07-04,2022-07-21
Deggendorf Opel,1,115261,G,L,Kom.Nr. G,PA-RM 185,W0VJD7E82K4374790,Opel,MOKKA X INNO 1.4T(103)6G S/S,2019-06-24,42000,Benzin (allgemein),1 %,0.00,0.00,0.00,15435.35,"Grund+Zubehör×1,19",154.35,2022-07-04,,2022-07-04
Deggendorf Opel,1,115248,G,Z,Kom.Nr. G,DEG-BN 930,W0VBE6EW2NG032219,Opel,ASTRA 5T ELEG 1.2 (107)6G S/,2021-11-30,26254,,1 %,0.00,0.00,0.00,20210.36,"Grund+Zubehör×1,19",202.1,2022-07-05,,2024-05-21
Deggendorf Opel,1,115249,G,Z,Kom.Nr. G,GRA-B 2611,VXKUSHNSSMW046356,Opel,Mokka 1.2 GS-Line AT 96 kW S/S,2021-06-29,25473,,1 %,0.00,0.00,0.00,27472.34,"Grund+Zubehör×1,19",274.72,2022-07-05,,2022-10-12
Deggendorf Opel,1,115250,G,Z,Kom.Nr. G,DEG-QE 666,W0VZRHNS6L6045750,Opel,Grandland X 1.2 Innovation Start/Stop,2020-10-23,64787,,1 %,0.00,0.00,0.00,23432.29,"Grund+Zubehör×1,19",234.32,2022-07-05,,2023-07-21
Deggendorf Opel,1,115262,G,L,Kom.Nr. G,KÖZ-M 238,W0V0MAP08K6060881,Opel,ADAM S 1.4 Turbo 110 kW (150 PS) Start/Stop,2019-06-27,30800,Benzin (allgemein),1 %,0.00,0.00,0.00,13638.3,"Grund+Zubehör×1,19",136.38,2022-07-05,2022-06-30,2022-07-13
Deggendorf Opel,1,115251,G,Z,Kom.Nr. G,DEG-MM 510,VXKUPHNEKM4193276,Opel,CORSA 5T ELEGA 1.2(74KW)6G S,2021-06-15,46673,Benzin (allgemein),1 %,0.00,0.00,0.00,19125.68,"Grund+Zubehör×1,19",191.26,2022-07-06,,2022-09-14
Deggendorf Opel,1,115253,G,Z,Kom.Nr. G,DEG-HO 101,VXKUPHNEKM4220198,Opel,CORSA 5T ELEGA 1.2(74KW)6G S,2021-06-29,59713,Benzin (allgemein),1 %,0.00,0.00,0.00,18542.58,"Grund+Zubehör×1,19",185.43,2022-07-06,,2022-08-17
Deggendorf Opel,1,115254,G,Z,Kom.Nr. G,F-NE 299,VXKUPHNEKM4086989,Opel,CORSA 5T ELEGA 1.2(74KW)6G S,2021-02-26,18299,Benzin (allgemein),1 %,0.00,0.00,0.00,18309.34,"Grund+Zubehör×1,19",183.09,2022-07-06,,2023-04-12
Deggendorf Opel,1,115256,G,Z,Kom.Nr. G,PA-G 205,VXKUSHNSKMW062243,Opel,MOKKA ELEGANCE 1.2(96KW)6G S,2021-09-10,4999,Benzin (allgemein),1 %,0.00,0.00,0.00,24285.52,"Grund+Zubehör×1,19",242.86,2022-07-06,,2023-07-03
